Point ID,Points_0,Points_1,Points_2,Points_Magnitude,p,u_0,u_1,u_2,u_Magnitude
567,0.480159,0.147407,1e-09,0.502276,-112.652,-1.50006e-05,0.00022156,-9.63866e-13,0.000222067
568,0.453101,0.118261,1e-09,0.46828,-108.08,-2.07626e-06,0.000174678,-6.97878e-13,0.00017469
569,0.442943,0.034319,1e-09,0.44427,-120.847,-1.41808e-06,4.70637e-05,-8.05333e-13,4.70851e-05
570,0.456621,0.0495565,1e-09,0.459303,-116.079,-5.04356e-06,6.83345e-05,-8.05333e-13,6.85204e-05
571,0.450228,0.0168897,1e-09,0.450545,-122.956,-1.60195e-06,2.26639e-05,-8.54869e-13,2.27204e-05
572,0.44,0,1e-09,0.44,-125.783,0,-1.72686e-73,-5.40282e-13,5.40282e-13
573,0.464945,0.080258,1e-09,0.471821,-108.513,-8.70796e-06,0.000113457,0,0.000113791
574,0.472248,0.0468242,1e-09,0.474563,-114.444,-8.37076e-06,6.34734e-05,-6.10304e-13,6.4023e-05
575,0.470251,0.0620063,1e-09,0.474322,-111.131,-9.46097e-06,8.55659e-05,-6.10304e-13,8.60874e-05
576,0.461823,0.0331368,1e-09,0.46301,-119.175,-4.71552e-06,4.46146e-05,-6.10304e-13,4.48631e-05
577,0.45902,0.099261,1e-09,0.46963,-106.481,-6.221e-06,0.000143753,-5.46649e-13,0.000143888
578,0.468462,0.185133,1e-09,0.503717,-128.556,-4.36567e-06,0.000310077,0,0.000310108
579,0.44314,0.20833,1e-09,0.489668,-133.671,1.26518e-05,0.000372724,-1.82521e-12,0.000372939
580,0.34957,0.335169,1e-09,0.484291,-126.799,-8.7969e-05,0.000695299,-3.63301e-12,0.000700841
581,0.36893,0.330807,1e-09,0.495523,-129.8,-0.00010042,0.000729538,-3.63301e-12,0.000736417
582,0.324341,0.358457,1e-09,0.483413,-120.141,-0.000127871,0.000732718,-3.04016e-12,0.000743792
583,0.343669,0.354091,1e-09,0.493446,-127.179,-0.000142498,0.000775589,-3.04016e-12,0.000788571
584,0.166815,0.464275,1e-09,0.493334,-62.4375,-0.000337545,0.000532987,-8.0495e-13,0.000630882
585,0.380742,0.292909,1e-09,0.480375,-133.779,-1.86817e-05,0.00059357,-3.34233e-12,0.000593864
586,0.374833,0.311862,1e-09,0.487604,-130.911,-5.4322e-05,0.000655857,-3.34233e-12,0.000658103
587,0.386653,0.273952,1e-09,0.473867,-133.684,6.57022e-06,0.000529321,-2.48201e-12,0.000529362
588,0.3942,0.307498,1e-09,0.499949,-139.576,-6.5481e-05,0.00068817,-2.48201e-12,0.000691278
589,0.406014,0.26959,1e-09,0.487367,-137.722,-2.55814e-06,0.000540952,-2.48201e-12,0.000540958
590,0.400105,0.288546,1e-09,0.493298,-138.606,-2.94662e-05,0.000606833,-2.48201e-12,0.000607548
591,0.411923,0.250631,1e-09,0.482179,-136.43,1.35173e-05,0.000480328,-2.84705e-12,0.000480519
592,0.268208,0.423791,1e-09,0.501532,-103.977,-0.000301179,0.000831356,-3.10971e-12,0.000884229
593,0.312598,0.396258,1e-09,0.504715,-119.435,-0.000266214,0.000889189,-4.26022e-12,0.000928185
594,0.287454,0.419465,1e-09,0.508508,-117.841,-0.000325901,0.000908502,-4.26022e-12,0.000965188
595,0.306721,0.415129,1e-09,0.516149,-122.548,-0.000361213,0.00098939,-4.26022e-12,0.00105326
596,0.300821,0.434035,1e-09,0.528091,-123.893,-0.000473872,0.00111918,-4.26022e-12,0.00121537
597,0.262322,0.442583,1e-09,0.514482,-111.836,-0.000393614,0.000916618,-3.57251e-12,0.000997557
598,0.281561,0.438352,1e-09,0.520988,-117.941,-0.000430968,0.00101215,-3.57251e-12,0.00110008
599,0.243136,0.446874,1e-09,0.508736,-101.287,-0.000364937,0.000829821,-2.91551e-12,0.000906522
600,0.218174,0.469929,1e-09,0.518106,-92.969,-0.000436414,0.000802996,-2.91551e-12,0.000913926
601,0.23729,0.465611,1e-09,0.52259,-100.037,-0.000465039,0.00090384,-2.91551e-12,0.00101646
602,0.199114,0.474343,1e-09,0.514439,-85.4043,-0.000418587,0.000711543,-2.82087e-12,0.000825535
603,0.256431,0.461335,1e-09,0.527813,-110.341,-0.000502223,0.00101936,-3.67158e-12,0.00113637
604,0,0.46,1e-09,0.46,-4.10624,-0.000290703,-1.29151e-05,3.06095e-13,0.000290989
605,0.0142161,0.466459,1e-09,0.466675,-1.27643,-0.000309735,2.70677e-05,2.27709e-13,0.000310916
606,0.0542547,0.470453,1e-09,0.473571,31.3661,-0.000328097,0.000130516,2.12884e-13,0.000353103
607,0.0382905,0.484649,1e-09,0.48616,25.9281,-0.000367515,8.8428e-05,2.12884e-13,0.000378004
608,0.091786,0.489277,1e-09,0.497812,63.4178,-0.000417532,0.000238245,-5.49696e-15,0.000480722
609,0.107339,0.50079,1e-09,0.512164,78.6813,-0.000485327,0.000293296,-5.49696e-15,0.000567067
610,0.180068,0.478665,1e-09,0.511414,-71.8283,-0.000412927,0.00062491,-1.52631e-12,0.000749013
611,0.161051,0.483003,1e-09,0.509146,-53.5406,-0.000416422,0.000547209,-1.52631e-12,0.000687637
612,0.17436,0.49767,1e-09,0.52733,-64.3462,-0.00050771,0.000658892,-1.52631e-12,0.000831811
613,0.142572,0.487156,1e-09,0.50759,-18.4593,-0.000427034,0.000461975,-8.50119e-13,0.000629109
614,0.138117,0.504164,1e-09,0.52274,12.3985,-0.000519121,0.000455624,-8.50119e-13,0.00069071
615,0.15528,0.501615,1e-09,0.5251,-31.2184,-0.000513671,0.000551051,-8.50119e-13,0.000753336
616,0.0567368,0.490397,1e-09,0.493669,50.2423,-0.000395988,0.000133758,1.72266e-13,0.000417968
617,0.0743557,0.498327,1e-09,0.503844,73.2232,-0.000443335,0.000178792,1.72266e-13,0.00047803
618,0.437238,0.2273,1e-09,0.492791,-137.364,1.19805e-05,0.000423419,-1.92901e-12,0.000423588
619,0.456628,0.222929,1e-09,0.50814,-137.335,-1.25282e-06,0.000416233,-1.92901e-12,0.000416235
620,0.431317,0.246268,1e-09,0.496671,-139.651,3.59229e-06,0.000483118,-2.00115e-12,0.000483132
621,0.472511,0.113882,1e-09,0.486041,-103.722,-1.21161e-05,0.000165391,-7.1256e-13,0.000165834
622,0.484222,0.0755532,1e-09,0.490081,-106.021,-1.5489e-05,0.00010421,-7.64562e-13,0.000105355
623,0.478433,0.0948949,1e-09,0.487753,-103.585,-1.47885e-05,0.000134611,-7.64562e-13,0.00013542
624,0.491914,0.109511,1e-09,0.503956,-99.371,-2.21629e-05,0.000155383,-9.41073e-13,0.000156956
625,0.485998,0.128473,1e-09,0.502692,-103.359,-1.93819e-05,0.000186275,-9.41073e-13,0.000187281
626,0.49949,0.14305,1e-09,0.51957,-104.947,-2.79275e-05,0.000209562,-1.03244e-12,0.000211415
627,0.493664,0.161924,1e-09,0.519541,-116.182,-2.41348e-05,0.000250473,-1.21895e-12,0.000251633
628,0.487791,0.180743,1e-09,0.5202,-125.31,-1.95977e-05,0.000296193,-1.21895e-12,0.00029684
629,0.46,0,1e-09,0.46,-124.045,0,0,-5.30029e-13,5.30029e-13
630,0.489302,0.05284,1e-09,0.492146,-110.407,-1.36081e-05,7.06319e-05,-7.73225e-13,7.19309e-05
631,0.503741,0.0707151,1e-09,0.508681,-104.682,-2.13462e-05,9.50277e-05,-7.73225e-13,9.73957e-05
632,0.480318,0.0337438,1e-09,0.481502,-116.215,-7.66507e-06,4.47312e-05,-6.19759e-13,4.53832e-05
633,0.499615,0.034517,1e-09,0.500806,-113.3,-1.12283e-05,4.48069e-05,-6.19759e-13,4.61924e-05
634,0.462522,0.203979,1e-09,0.505504,-132.422,-1.07226e-06,0.000363883,-1.88332e-12,0.000363884
635,0.481882,0.199635,1e-09,0.521598,-130.072,-1.6658e-05,0.000351773,-1.88332e-12,0.000352167
636,0.337775,0.373001,1e-09,0.503211,-123.598,-0.000210935,0.000860332,-5.00655e-12,0.000885812
637,0.357104,0.368651,1e-09,0.513252,-127.921,-0.000233981,0.00091986,-5.00655e-12,0.000949152
638,0.363,0.349729,1e-09,0.504063,-131.175,-0.000162015,0.000817685,-3.16747e-12,0.000833582
639,0.38236,0.345367,1e-09,0.515245,-138.107,-0.000182635,0.000867149,-4.56055e-12,0.000886173
640,0.388293,0.326448,1e-09,0.507287,-136.766,-0.00011827,0.000771196,-4.56055e-12,0.000780212
641,0.331888,0.391899,1e-09,0.513551,-128.051,-0.00029522,0.000956335,-3.76092e-12,0.00100087
642,0.351197,0.387547,1e-09,0.523003,-133.675,-0.00032379,0.00102557,-3.76092e-12,0.00107547
643,0.326007,0.410788,1e-09,0.52443,-132.074,-0.000397565,0.00107556,-4.30055e-12,0.00114669
644,0.345307,0.406442,1e-09,0.533322,-135.095,-0.000434851,0.00116405,-7.4406e-12,0.00124262
645,0.40766,0.322084,1e-09,0.519543,-145.369,-0.000130676,0.000806463,-4.92141e-12,0.000816981
646,0.413567,0.303132,1e-09,0.512764,-143.068,-8.04073e-05,0.000713526,-4.92141e-12,0.000718042
647,0.419475,0.284181,1e-09,0.506674,-142.087,-4.05662e-05,0.000623784,-3.44462e-12,0.000625101
648,0.425387,0.265229,1e-09,0.501299,-140.512,-1.29334e-05,0.000547053,-3.44462e-12,0.000547206
649,0.438961,0.279685,1e-09,0.52049,-147.007,-5.33383e-05,0.000644012,-3.44652e-12,0.000646217
650,0.42705,0.317669,1e-09,0.532246,-149.767,-0.000148656,0.000840002,-3.44652e-12,0.000853054
651,0.432975,0.298716,1e-09,0.526022,-146.252,-9.35542e-05,0.000731736,-3.44652e-12,0.000737693
652,0.44487,0.260777,1e-09,0.515668,-143.212,-2.53274e-05,0.000552226,-3.6099e-12,0.000552807
653,0.376434,0.364271,1e-09,0.523828,-133.404,-0.000263638,0.000981491,0,0.00101628
654,0.275612,0.457061,1e-09,0.533729,-120.035,-0.000547317,0.00112794,-7.66096e-12,0.00125371
655,0.314173,0.448616,1e-09,0.547687,-139.725,-0.000653853,0.00136693,-4.63686e-12,0.00151527
656,0.294885,0.452854,1e-09,0.540402,-130.205,-0.000598765,0.0012423,-4.63686e-12,0.00137906
657,0.320102,0.429693,1e-09,0.535818,-125.483,-0.000517172,0.00121931,-7.34025e-12,0.00132446
658,0.333485,0.444253,1e-09,0.555493,-141.672,-0.000723571,0.00150061,-7.34025e-12,0.00166595
659,0.250588,0.480106,1e-09,0.541568,-116.028,-0.000629937,0.00113026,-4.2495e-12,0.00129395
660,0.269703,0.475804,1e-09,0.546927,-132.057,-0.000686017,0.00127012,-4.2495e-12,0.00144354
661,0.212479,0.48914,1e-09,0.533297,-95.8904,-0.000548343,0.000886581,-3.02782e-12,0.00104245
662,0.231562,0.484772,1e-09,0.537238,-106.136,-0.000585055,0.00100568,-3.02782e-12,0.00116348
663,0.225875,0.505031,1e-09,0.553241,-113.31,-0.00073102,0.00112273,-3.02782e-12,0.00133974
664,0.193401,0.493391,1e-09,0.529942,-82.6854,-0.000519132,0.00076385,-2.64141e-12,0.000923561
665,0.20671,0.508651,1e-09,0.549049,-100.763,-0.000679447,0.000965463,-2.64141e-12,0.00118058
666,0.28897,0.471611,1e-09,0.553101,-140.295,-0.000766447,0.00142364,-5.64008e-12,0.00161685
667,0.283014,0.490322,1e-09,0.566138,-140.968,-0.000949472,0.00161535,-5.64008e-12,0.00187372
668,0,0.48,1e-09,0.48,-9.75812,-0.000348761,-1.24703e-05,2.50818e-13,0.000348984
669,0.0192859,0.481167,1e-09,0.481553,3.22471,-0.000351521,4.06476e-05,1.84575e-13,0.000353863
670,0.0908904,0.508323,1e-09,0.516384,95.1412,-0.000507277,0.000227872,7.3437e-14,0.000556107
671,0.1061,0.520238,1e-09,0.530947,113.949,-0.000601439,0.000277033,8.93895e-15,0.000662175
672,0.124626,0.515916,1e-09,0.530755,69.0687,-0.00058753,0.000380314,-3.67497e-13,0.000699879
673,0.169308,0.517006,1e-09,0.544022,-52.4569,-0.000630558,0.000691085,-2.30456e-12,0.000935522
674,0.149466,0.520051,1e-09,0.541104,-4.38371,-0.000631975,0.000552939,-2.30456e-12,0.000839723
675,0.188001,0.513832,1e-09,0.547145,-89.0588,-0.000652326,0.000834757,-2.03763e-12,0.00105941
676,0.137698,0.533877,1e-09,0.551349,55.6828,-0.000736244,0.000479267,-1.35735e-12,0.000878494
677,0.450839,0.241807,1e-09,0.511592,-140.601,-9.23582e-06,0.000486186,-2.16048e-12,0.000486274
678,0.497838,0.0905367,1e-09,0.506003,-101.2,-2.3004e-05,0.000125077,0,0.000127175
679,0.505381,0.124111,1e-09,0.520398,-96.8656,-3.07883e-05,0.000175665,-7.80475e-13,0.000178343
680,0.518841,0.138691,1e-09,0.537058,-96.9899,-4.10173e-05,0.00019611,-7.80475e-13,0.000200354
681,0.511298,0.105158,1e-09,0.522,-95.4183,-3.14702e-05,0.000145327,-6.52589e-13,0.000148695
682,0.517236,0.0861851,1e-09,0.524367,-97.4159,-3.0485e-05,0.000115622,-6.52589e-13,0.000119573
683,0.512952,0.157604,1e-09,0.536618,-108.246,-3.87358e-05,0.000235944,-7.54136e-13,0.000239103
684,0.507104,0.176451,1e-09,0.536926,-119.343,-3.5612e-05,0.000281003,-2.12622e-12,0.000283251
685,0.501211,0.195308,1e-09,0.53792,-126.449,-3.27175e-05,0.000337297,-2.12622e-12,0.00033888
686,0.526395,0.172121,1e-09,0.55382,-110.146,-5.1537e-05,0.000264152,-1.29252e-12,0.000269133
687,0.489954,0.0172797,1e-09,0.490259,-118.074,-4.81677e-06,2.23714e-05,-8.40795e-13,2.28841e-05
688,0.509696,0.0171399,1e-09,0.509984,-115.435,-6.70605e-06,2.16203e-05,-8.40795e-13,2.26364e-05
689,0.470019,0.0173218,1e-09,0.470338,-121.169,-3.17238e-06,2.28797e-05,-6.12795e-13,2.30986e-05
690,0.48,1.22216e-09,1e-09,0.48,-121.92,-2.45889e-13,1.61424e-12,-6.12795e-13,1.74407e-12
691,0.510806,0.0514205,1e-09,0.513387,-107.881,-1.85325e-05,6.69571e-05,-9.71987e-13,6.94745e-05
692,0.523199,0.0670595,1e-09,0.527479,-101.888,-2.72307e-05,8.73618e-05,-5.2566e-13,9.15074e-05
693,0.520188,0.0339195,1e-09,0.521293,-110.395,-1.4525e-05,4.27811e-05,-5.61683e-13,4.51796e-05
694,0.470273,0.2374,1e-09,0.526798,-142.583,-2.2851e-05,0.000480365,-1.97466e-12,0.000480908
695,0.475981,0.218561,1e-09,0.523762,-137.76,-1.53786e-05,0.000407338,-1.97466e-12,0.000407628
696,0.495313,0.214202,1e-09,0.539646,-135.993,-3.09051e-05,0.000394057,-1.64547e-12,0.000395268
697,0.514626,0.209843,1e-09,0.555764,-134.39,-4.86281e-05,0.000376644,-1.64547e-12,0.00037977
698,0.489564,0.233039,1e-09,0.542199,-142.609,-3.75871e-05,0.000471657,-3.72912e-12,0.000473152
699,0.483834,0.25173,1e-09,0.545402,-149.437,-5.22014e-05,0.000551494,-3.72912e-12,0.000553959
700,0.464496,0.256174,1e-09,0.530454,-148.11,-3.77989e-05,0.000555109,-3.13895e-12,0.000556395
701,0.370499,0.383183,1e-09,0.533009,-137.914,-0.000356507,0.00110082,-5.15752e-12,0.00115711
702,0.395794,0.3599,1e-09,0.534959,-146.671,-0.000285401,0.00103525,-4.35592e-12,0.00107387
703,0.401745,0.340988,1e-09,0.526946,-144.936,-0.000202219,0.000915636,-4.35592e-12,0.0009377
704,0.409246,0.374429,1e-09,0.554689,-149.833,-0.000427902,0.00126164,-6.48696e-12,0.00133223
705,0.389845,0.378797,1e-09,0.543569,-144.211,-0.000390501,0.00117755,-6.48696e-12,0.00124061
706,0.364611,0.402078,1e-09,0.542778,-141.019,-0.000477548,0.00125942,-5.37791e-12,0.00134692
707,0.358719,0.420989,1e-09,0.553092,-142.609,-0.000616565,0.00142439,-5.37791e-12,0.00155211
708,0.339405,0.425338,1e-09,0.544158,-138.833,-0.000564213,0.00131692,-5.83327e-12,0.0014327
709,0.244703,0.499444,1e-09,0.556169,-122.302,-0.000794399,0.00128296,-4.72964e-12,0.001509
710,0.263867,0.494578,1e-09,0.560565,-136.559,-0.000872539,0.00145502,-4.72964e-12,0.00169658
711,0.201211,0.528504,1e-09,0.565511,-107.857,-0.000847754,0.00109619,-5.63129e-12,0.00138576
712,0.421146,0.336605,1e-09,0.539136,-147.523,-0.000224177,0.000966297,-5.211e-12,0.000991961
713,0.458614,0.274968,1e-09,0.534729,-148.628,-6.668e-05,0.000655552,-4.35783e-12,0.000658935
714,0.452535,0.294092,1e-09,0.539702,-152.595,-0.000106572,0.00074853,-4.35783e-12,0.000756078
715,0.415202,0.355532,1e-09,0.546622,-153.596,-0.000311043,0.00109868,-9.13338e-12,0.00114186
716,0.446511,0.313175,1e-09,0.54539,-155.802,-0.000167822,0.000874668,-5.36785e-12,0.000890622
717,0.440636,0.332051,1e-09,0.551741,-149.467,-0.000246123,0.00101666,-5.36785e-12,0.00104603
718,0.403294,0.393296,1e-09,0.563319,-153.659,-0.000570816,0.00145353,-1.03728e-11,0.0015616
719,0.383939,0.397695,1e-09,0.552784,-146.268,-0.00052112,0.00135413,-1.03728e-11,0.00145094
720,0.308264,0.467424,1e-09,0.559921,-145.881,-0.00083611,0.00157262,-8.72743e-12,0.00178107
721,0.327578,0.463158,1e-09,0.567294,-147.811,-0.000913062,0.00172233,-8.73919e-12,0.00194939
722,0.3469,0.458799,1e-09,0.575183,-150.248,-0.000989642,0.00186478,-8.73919e-12,0.00211111
723,0.32167,0.481966,1e-09,0.57945,-147.402,-0.00112558,0.00195278,-8.73919e-12,0.00225395
724,0.302344,0.4862,1e-09,0.57254,-145.831,-0.00103525,0.00178395,-7.87938e-12,0.00206258
725,0.315688,0.500621,1e-09,0.591845,-154.548,-0.00136244,0.00221828,-8.08572e-12,0.00260327
726,0.277135,0.509019,1e-09,0.579573,-141.721,-0.00116437,0.00184854,-8.08572e-12,0.00218469
727,0.296283,0.504764,1e-09,0.585295,-149.621,-0.00126313,0.00203489,-8.08572e-12,0.00239505
728,0.119762,0.5339,1e-09,0.547168,95.1563,-0.000724315,0.000340105,-3.40101e-13,0.000800189
729,0.165371,0.535245,1e-09,0.560209,-39.9304,-0.000777848,0.00073791,-3.32247e-12,0.00107217
730,0.150882,0.534473,1e-09,0.555362,6.14902,-0.000756915,0.000598022,-3.32247e-12,0.000964651
731,0.183371,0.533621,1e-09,0.564248,-81.4956,-0.000817945,0.000926511,-3.48202e-12,0.0012359
732,0.214067,0.54304,1e-09,0.583709,-123.976,-0.00113062,0.0014662,-6.28179e-12,0.0018515
733,0.195331,0.547488,1e-09,0.58129,-116.345,-0.00105029,0.00123255,-6.28179e-12,0.00161935
734,0.131677,0.54911,1e-09,0.564677,88.3629,-0.00088228,0.000423703,-7.88699e-13,0.000978745
735,0.150995,0.548721,1e-09,0.569117,13.4913,-0.000895372,0.000627938,-1.82797e-12,0.00109362
736,0.530706,0.100802,1e-09,0.540194,-91.6358,-4.02916e-05,0.00013504,-8.07813e-13,0.000140923
737,0.536652,0.0818154,1e-09,0.542853,-94.9918,-3.70368e-05,0.000106215,-8.07813e-13,0.000112487
738,0.544182,0.115408,1e-09,0.556285,-85.3042,-5.19288e-05,0.000153777,-8.88101e-13,0.000162308
739,0.538171,0.134352,1e-09,0.554688,-89.9083,-5.33334e-05,0.000183482,-8.88101e-13,0.000191077
740,0.524745,0.119767,1e-09,0.538239,-90.9352,-4.16641e-05,0.000164921,-8.88101e-13,0.000170103
741,0.551624,0.148911,1e-09,0.57137,-91.569,-6.71628e-05,0.000205222,-8.40238e-13,0.000215932
742,0.532281,0.153244,1e-09,0.553902,-101.544,-5.30321e-05,0.000221584,-8.40238e-13,0.000227842
743,0.545689,0.167787,1e-09,0.570902,-102.49,-6.74335e-05,0.000246654,-8.40238e-13,0.000255706
744,0.520519,0.190979,1e-09,0.554448,-121.697,-4.92977e-05,0.000321221,-2.03477e-12,0.000324982
745,0.53392,0.205494,1e-09,0.5721,-130.887,-6.62212e-05,0.000361847,-1.31152e-12,0.000367856
746,0.5398,0.18664,1e-09,0.571156,-114.667,-6.7724e-05,0.000299299,-1.31152e-12,0.000306865
747,0.5,0,1e-09,0.5,-118.761,2.03384e-47,0,-5.01275e-13,5.01275e-13
748,0.52,0,1e-09,0.52,-116.17,-2.79128e-48,-2.20327e-55,-4.92306e-13,4.92306e-13
749,0.542764,0.0635145,1e-09,0.546467,-99.2847,-3.20284e-05,7.9964e-05,-6.16985e-13,8.61397e-05
750,0.530787,0.0497826,1e-09,0.533117,-105.144,-2.30029e-05,6.29483e-05,-5.79239e-13,6.70196e-05
751,0.54021,0.0333442,1e-09,0.541238,-107.89,-1.76783e-05,4.0711e-05,-5.79239e-13,4.43837e-05
752,0.550906,0.0474108,1e-09,0.552942,-102.311,-2.67008e-05,5.794e-05,-5.79239e-13,6.37964e-05
753,0.530014,0.0173126,1e-09,0.530296,-112.373,-8.82623e-06,2.10496e-05,-5.61955e-13,2.28251e-05
754,0.550222,0.0171989,1e-09,0.550491,-109.24,-1.03083e-05,2.03569e-05,-5.61955e-13,2.28181e-05
755,0.503109,0.247383,1e-09,0.56064,-150.649,-6.79095e-05,0.00054631,-2.8964e-12,0.000550514
756,0.508869,0.22865,1e-09,0.557878,-143.93,-5.55399e-05,0.000460085,-2.8964e-12,0.000463425
757,0.528106,0.224299,1e-09,0.573764,-142.232,-7.37327e-05,0.000439679,-4.30748e-12,0.000445818
758,0.516565,0.261722,1e-09,0.579084,-166.87,-0.000111086,0.000656358,-3.72988e-12,0.000665692
759,0.478042,0.270368,1e-09,0.549202,-153.969,-7.95024e-05,0.000662406,-3.72988e-12,0.00066716
760,0.49731,0.266022,1e-09,0.56399,-157.411,-9.57097e-05,0.000661003,-3.72988e-12,0.000667896
761,0.491426,0.284865,1e-09,0.568021,-163.082,-0.000135496,0.0007717,-6.68606e-12,0.000783505
762,0.4721,0.289353,1e-09,0.553718,-159.066,-0.000119952,0.000759299,-4.55456e-12,0.000768716
763,0.428651,0.370084,1e-09,0.566307,-158.304,-0.000478142,0.00135905,-9.41846e-12,0.00144071
764,0.378053,0.416618,1e-09,0.562579,-146.568,-0.00067662,0.0015431,-7.72509e-12,0.00168492
765,0.37215,0.435543,1e-09,0.572881,-152.706,-0.000859785,0.00177127,-1.52821e-11,0.00196891
766,0.391501,0.431174,1e-09,0.582395,-154.767,-0.000928293,0.00190299,-1.52821e-11,0.00211733
767,0.352811,0.439899,1e-09,0.563903,-147.344,-0.00078792,0.00163749,-9.33816e-12,0.0018172
768,0.366249,0.454458,1e-09,0.583669,-153.608,-0.0010662,0.00201026,-9.33816e-12,0.0022755
769,0.238868,0.519101,1e-09,0.571423,-134.104,-0.00100078,0.00148837,-8.04472e-12,0.00179354
770,0.252002,0.533706,1e-09,0.590209,-144.292,-0.00132423,0.00190821,-8.04472e-12,0.00232268
771,0.257853,0.513767,1e-09,0.574843,-134.543,-0.00107677,0.00166464,-8.04472e-12,0.00198254
772,0.232921,0.538538,1e-09,0.586749,-134.587,-0.00123391,0.00169766,-8.04472e-12,0.00209871
773,0.271311,0.528114,1e-09,0.593729,-149.329,-0.00141258,0.00209854,-8.8921e-12,0.00252967
774,0.290486,0.523452,1e-09,0.598651,-150.46,-0.00151792,0.00230081,-8.8921e-12,0.00275642
775,0.219857,0.524123,1e-09,0.568368,-128.027,-0.000915363,0.00128903,-5.78462e-12,0.00158098
776,0.434609,0.351147,1e-09,0.558739,-158.564,-0.000341957,0.00116661,-7.07722e-12,0.0012157
777,0.448016,0.365749,1e-09,0.578352,-168.46,-0.000509815,0.00144075,-7.07722e-12,0.00152829
778,0.46043,0.327081,1e-09,0.564781,-155.107,-0.000268075,0.0010621,-1.09858e-11,0.00109541
779,0.466148,0.30832,1e-09,0.558887,-158.88,-0.000186697,0.000908198,-1.09858e-11,0.000927189
780,0.454146,0.346475,1e-09,0.571221,-160.924,-0.000370019,0.0012287,-7.04927e-12,0.0012832
781,0.416743,0.407861,1e-09,0.583117,-158.386,-0.000793744,0.00178043,-9.30214e-12,0.00194935
782,0.397397,0.41223,1e-09,0.572589,-151.281,-0.000733506,0.0016621,-9.30214e-12,0.00181676
783,0.422676,0.388972,1e-09,0.574416,-158.758,-0.000623174,0.00156013,-8.2123e-12,0.00167999
784,0.436143,0.403539,1e-09,0.594193,-163.223,-0.000855147,0.00190295,-8.2123e-12,0.00208626
785,0.360336,0.473382,1e-09,0.594922,-156.1,-0.00130399,0.00228595,-1.35001e-11,0.00263172
786,0.340996,0.477713,1e-09,0.586931,-151.154,-0.00121466,0.00212636,-1.23634e-11,0.00244883
787,0.335068,0.496507,1e-09,0.598991,-155.548,-0.00146597,0.00240306,-1.23634e-11,0.00281492
788,0.354419,0.492301,1e-09,0.606608,-158.072,-0.00156314,0.00258347,-1.23634e-11,0.00301956
789,0.309688,0.519307,1e-09,0.604638,-153.154,-0.00162891,0.00250972,-1.41442e-11,0.002992
790,0.329099,0.515284,1e-09,0.611411,-156.22,-0.0017409,0.00271106,-1.41442e-11,0.00322189
791,0.303808,0.537978,1e-09,0.617835,-156.384,-0.00192484,0.0028284,-1.11629e-11,0.00342123
792,0.323013,0.533754,1e-09,0.623884,-158.494,-0.00203519,0.00303274,-1.11629e-11,0.00365233
793,0.174579,0.553257,1e-09,0.580147,-82.7337,-0.00100753,0.000978191,-4.486e-12,0.00140427
794,0.141673,0.565644,1e-09,0.583116,20.8845,-0.00110039,0.000542814,-4.486e-12,0.00122699
795,0.159852,0.56849,1e-09,0.590536,-58.385,-0.00117062,0.000862015,-4.486e-12,0.00145376
796,0.175479,0.57345,1e-09,0.599698,-107.636,-0.00131375,0.00120448,-4.486e-12,0.00178233
797,0.190612,0.566686,1e-09,0.597884,-116.773,-0.00130396,0.00140563,-5.23138e-12,0.00191732
798,0.208342,0.561683,1e-09,0.599077,-130.819,-0.00138254,0.00166869,-1.12152e-11,0.00216702
799,0.227366,0.557328,1e-09,0.601921,-141.865,-0.00149764,0.00194754,-1.12152e-11,0.00245679
800,0.166787,0.586603,1e-09,0.609853,-146.091,-0.00147934,0.00118057,-1.04223e-11,0.00189267
801,0.18506,0.585484,1e-09,0.614034,-148.078,-0.00161407,0.00161487,-1.04223e-11,0.00228321
802,0.504787,0.299465,1e-09,0.586932,-174.235,-0.000225165,0.000963605,-1.20032e-11,0.000989562
803,0.550124,0.0964778,1e-09,0.55852,-88.1573,-4.83905e-05,0.000124653,-4.63883e-13,0.000133716
804,0.556103,0.0775943,1e-09,0.56149,-92.7921,-4.28296e-05,9.72746e-05,-4.63883e-13,0.000106286
805,0.562187,0.059196,1e-09,0.565295,-97.1006,-3.56962e-05,7.1809e-05,-4.63883e-13,8.0192e-05
806,0.569557,0.0921412,1e-09,0.576962,-86.8391,-5.5278e-05,0.000114744,-4.63883e-13,0.000127365
807,0.563612,0.111057,1e-09,0.574449,-82.1325,-6.12481e-05,0.000142595,-5.70111e-13,0.000155193
808,0.557595,0.130001,1e-09,0.572548,-83.1025,-6.50379e-05,0.000171872,-6.51202e-13,0.000183766
809,0.570944,0.144585,1e-09,0.588967,-80.9508,-8.02339e-05,0.000189553,-6.51202e-13,0.000205835
810,0.54731,0.219983,1e-09,0.589865,-138.581,-9.28735e-05,0.000418098,-2.31557e-12,0.000428289
811,0.553184,0.201152,1e-09,0.588621,-122.462,-8.60503e-05,0.000333062,-2.31557e-12,0.000343999
812,0.564965,0.163466,1e-09,0.588139,-94.3689,-8.27251e-05,0.00022823,-1.45697e-12,0.00024276
813,0.559066,0.182307,1e-09,0.58804,-106.774,-8.47046e-05,0.00027883,-1.45697e-12,0.000291412
814,0.572416,0.196827,1e-09,0.605311,-113.303,-0.000105223,0.000309639,-1.45697e-12,0.00032703
