Point ID,Points_0,Points_1,Points_2,Points_Magnitude,p,u_0,u_1,u_2,u_Magnitude
243,0.294549,0.0474103,1e-09,0.29834,-119.502,2.88886e-05,6.49931e-05,-6.39564e-13,7.11242e-05
244,0,0.3,1e-09,0.3,27.5175,7.68136e-05,7.04267e-05,1.04618e-13,0.000104212
245,0.0173736,0.309817,1e-09,0.310303,21.1903,6.50188e-05,8.97767e-05,6.26563e-14,0.000110848
246,0.282675,0.0852749,1e-09,0.295257,-115.928,5.21285e-05,0.00011871,-9.00772e-13,0.000129651
247,0.302136,0.080888,1e-09,0.312776,-118.451,4.47239e-05,0.000115031,-6.29129e-13,0.00012342
248,0.153695,0.274059,1e-09,0.314214,-78.6982,9.19844e-05,0.000277143,-4.32249e-13,0.000292009
249,0.147759,0.293042,1e-09,0.328186,-75.3998,7.53889e-05,0.000286859,-4.32249e-13,0.0002966
250,0.1284,0.297429,1e-09,0.32396,-63.9293,7.41911e-05,0.000259892,-4.32249e-13,0.000270275
251,0.14185,0.312026,1e-09,0.342756,-72.574,5.43419e-05,0.000294516,-4.32249e-13,0.000299487
252,0.173104,0.269571,1e-09,0.320365,-90.224,9.09365e-05,0.000298218,-4.74973e-13,0.000311774
253,0.109295,0.30196,1e-09,0.321131,-49.4743,7.21095e-05,0.000232449,-2.29439e-13,0.000243377
254,0.103924,0.321052,1e-09,0.337453,-44.9117,4.77064e-05,0.000234235,-2.29439e-13,0.000239044
255,0.216632,0.241928,1e-09,0.324744,-109.594,9.56198e-05,0.00031262,-4.92849e-13,0.000326916
256,0.211079,0.261001,1e-09,0.335672,-108.575,8.66381e-05,0.000333436,-4.92849e-13,0.000344508
257,0.19211,0.265309,1e-09,0.327559,-100.032,8.90973e-05,0.00031714,-5.43453e-13,0.000329418
258,0.186285,0.284161,1e-09,0.339779,-98.2259,7.50143e-05,0.000333154,-5.43453e-13,0.000341495
259,0.205301,0.279916,1e-09,0.347133,-106.555,7.36479e-05,0.000352392,-5.43453e-13,0.000360006
260,0.180242,0.303394,1e-09,0.352895,-94.9903,5.57483e-05,0.000348155,0,0.000352591
261,0.0664823,0.329037,1e-09,0.335686,-15.619,3.77745e-05,0.000168556,-1.23268e-13,0.000172737
262,0.0792274,0.344285,1e-09,0.353283,-25.1438,1.19922e-05,0.000195678,-1.23268e-13,0.000196045
263,0.0927299,0.358827,1e-09,0.370616,-35.1305,-1.6102e-05,0.000227981,-1.23268e-13,0.000228549
264,0.0982304,0.340086,1e-09,0.353988,-40.6503,1.83225e-05,0.000232388,-1.23268e-13,0.000233109
265,0.0490344,0.332582,1e-09,0.336178,-1.17399,3.1862e-05,0.000136812,2.69848e-15,0.000140473
266,0.0337291,0.340181,1e-09,0.341849,11.9857,1.83533e-05,0.000108199,2.69848e-15,0.000109745
267,0.0455651,0.349865,1e-09,0.352819,2.93826,1.31488e-06,0.000129487,2.69848e-15,0.000129494
268,0.241661,0.218352,1e-09,0.325696,-117.148,9.68466e-05,0.000300706,-6.62812e-13,0.000315917
269,0.266819,0.195084,1e-09,0.33053,-122.356,9.17067e-05,0.000281669,-6.62812e-13,0.000296222
270,0.261051,0.213994,1e-09,0.337552,-122.401,9.18911e-05,0.000307883,-6.62812e-13,0.000321304
271,0.235761,0.23737,1e-09,0.334556,-116.461,9.24595e-05,0.000323976,-5.7523e-13,0.000336911
272,0.255177,0.232978,1e-09,0.345534,-122.343,8.87082e-05,0.000333152,-5.7523e-13,0.00034476
273,0.272554,0.176149,1e-09,0.324522,-121.803,8.87799e-05,0.000254889,-7.07652e-13,0.000269908
274,0.291957,0.171745,1e-09,0.338726,-124.821,8.16292e-05,0.000255894,-7.07652e-13,0.000268598
275,0.286082,0.190777,1e-09,0.343859,-126.406,8.56765e-05,0.000284539,-7.07652e-13,0.000297158
276,0.23007,0.256453,1e-09,0.344529,-115.427,8.3977e-05,0.000346888,-6.23507e-13,0.000356908
277,0.303814,0.133656,1e-09,0.331914,-120.802,6.68108e-05,0.000197685,-6.49056e-13,0.000208669
278,0.290281,0.118997,1e-09,0.313725,-117.999,6.56368e-05,0.000171375,-6.49056e-13,0.000183514
279,0.296209,0.0999451,1e-09,0.312616,-117.584,5.53936e-05,0.000143168,-5.39857e-13,0.000153511
280,0.309744,0.114609,1e-09,0.330267,-119.539,5.73294e-05,0.000168403,-5.39857e-13,0.000177894
281,0.297889,0.152697,1e-09,0.334745,-122.769,7.503e-05,0.000226819,-5.88326e-13,0.000238906
282,0.28,0,1e-09,0.28,-121.952,0,0,-5.1137e-13,5.1137e-13
283,0.301706,0.0308047,1e-09,0.303274,-122.282,1.85204e-05,4.19001e-05,-7.93742e-13,4.58107e-05
284,0.290918,0.0161764,1e-09,0.291368,-122.468,1.06058e-05,2.14875e-05,-7.93742e-13,2.39624e-05
285,0.311567,0.0156465,1e-09,0.31196,-125.216,8.88514e-06,2.12445e-05,-7.93742e-13,2.30277e-05
286,0.308061,0.0618239,1e-09,0.314203,-119.729,3.3722e-05,8.70171e-05,-8.60205e-13,9.33228e-05
287,0.315673,0.0955577,1e-09,0.329819,-119.099,4.73886e-05,0.000139205,-8.26945e-13,0.00014705
288,0.321603,0.0764998,1e-09,0.330576,-119.696,3.72176e-05,0.000110267,-8.26945e-13,0.000116379
289,0.314043,0.043623,1e-09,0.317058,-121.837,2.34913e-05,6.07472e-05,-6.67729e-13,6.51311e-05
290,0.320234,0.0289256,1e-09,0.321538,-124.286,1.50661e-05,3.99841e-05,-6.67729e-13,4.27284e-05
291,0.3,0,1e-09,0.3,-124.965,-1.64233e-47,0,-5.35254e-13,5.35254e-13
292,0,0.32,1e-09,0.32,29.7891,4.93016e-05,5.87629e-05,1.23786e-13,7.67054e-05
293,0.0171624,0.33001,1e-09,0.330456,22.8901,3.4516e-05,8.20332e-05,7.91867e-14,8.89989e-05
294,0.161092,0.30773,1e-09,0.347345,-84.4772,5.55185e-05,0.000322838,-4.56803e-13,0.000327577
295,0.174413,0.322368,1e-09,0.366525,-92.5223,3.31379e-05,0.000361396,-4.56803e-13,0.000362912
296,0.155293,0.326617,1e-09,0.361655,-81.5417,3.08824e-05,0.000332502,-4.56803e-13,0.000333933
297,0.122611,0.316448,1e-09,0.339371,-59.7551,5.15823e-05,0.000264603,-2.26695e-13,0.000269584
298,0.117052,0.335617,1e-09,0.355444,-55.2157,2.40973e-05,0.000267664,-2.26695e-13,0.000268746
299,0.167111,0.288638,1e-09,0.333523,-87.6844,7.55175e-05,0.000311797,-3.1578e-13,0.000320811
300,0.135962,0.330984,1e-09,0.357821,-68.271,2.79759e-05,0.000300269,-3.80275e-13,0.00030157
301,0.111562,0.354785,1e-09,0.371912,-49.7857,-9.55477e-06,0.000267604,-2.5929e-13,0.000267774
302,0.130442,0.35009,1e-09,0.373602,-64.2271,-3.60421e-06,0.000304328,-2.5929e-13,0.00030435
303,0.199364,0.298824,1e-09,0.359224,-104.355,5.58839e-05,0.000370268,-6.20201e-13,0.000374462
304,0.224057,0.275385,1e-09,0.355019,-114.453,7.2057e-05,0.000368293,-4.79767e-13,0.000375275
305,0.218287,0.294375,1e-09,0.366478,-112.184,5.55226e-05,0.000389104,-4.79767e-13,0.000393046
306,0.249278,0.251987,1e-09,0.354453,-121.527,8.07705e-05,0.00035791,-7.76764e-13,0.000366911
307,0.243436,0.27099,1e-09,0.364276,-119.528,6.98951e-05,0.000382103,-7.76764e-13,0.000388443
308,0.237533,0.289955,1e-09,0.374827,-117.496,5.44926e-05,0.000405506,-8.94805e-13,0.000409151
309,0.193469,0.317929,1e-09,0.372168,-102.065,3.36662e-05,0.000386927,-4.39942e-13,0.000388389
310,0.168683,0.341227,1e-09,0.380644,-89.7461,4.01539e-06,0.000372564,-4.39942e-13,0.000372586
311,0.18775,0.336935,1e-09,0.385714,-99.4361,6.40708e-06,0.000402357,-4.39942e-13,0.000402408
312,0.212404,0.313325,1e-09,0.378534,-109.225,3.41925e-05,0.000408708,-4.97698e-13,0.000410136
313,0.0611925,0.347671,1e-09,0.353015,-9.60332,5.65166e-06,0.000160187,-4.54917e-14,0.000160286
314,0.0734535,0.363139,1e-09,0.370493,-19.0115,-2.4701e-05,0.00018699,-4.54917e-14,0.000188614
315,0.0523563,0.366609,1e-09,0.370329,-2.78224,-3.24009e-05,0.000142048,-4.54917e-14,0.000145696
316,0.0869021,0.377696,1e-09,0.387565,-28.3222,-5.60956e-05,0.000220874,-1.02496e-13,0.000227886
317,0.105938,0.373488,1e-09,0.388222,-43.3858,-4.76071e-05,0.000264102,-1.02496e-13,0.000268358
318,0.0345691,0.36,1e-09,0.361656,10.1062,-1.99173e-05,0.000105277,2.01784e-14,0.000107145
319,0.0174682,0.350411,1e-09,0.350846,22.5241,-2.00452e-06,7.38268e-05,1.02309e-13,7.3854e-05
320,0.274568,0.228639,1e-09,0.357301,-126.894,8.4438e-05,0.000339969,-5.61283e-13,0.000350298
321,0.268684,0.247595,1e-09,0.365369,-125.759,7.82568e-05,0.000366425,-5.61283e-13,0.000374688
322,0.280353,0.209709,1e-09,0.350107,-127.361,8.6613e-05,0.000312633,-5.31451e-13,0.000324409
323,0.305528,0.186356,1e-09,0.357877,-129.271,7.91036e-05,0.000284933,-6.92997e-13,0.00029571
324,0.293954,0.224314,1e-09,0.369764,-129.859,8.00282e-05,0.000344965,-6.92997e-13,0.000354126
325,0.299704,0.20536,1e-09,0.363311,-130.266,8.11679e-05,0.000315148,-6.92997e-13,0.000325432
326,0.311433,0.167337,1e-09,0.353542,-127.48,7.40517e-05,0.000254326,-6.8394e-13,0.000264887
327,0.324969,0.18196,1e-09,0.372444,-131.048,7.15318e-05,0.00028383,-6.8394e-13,0.000292706
328,0.317347,0.148305,1e-09,0.350291,-124.461,6.69285e-05,0.00022432,-5.58256e-13,0.000234092
329,0.323274,0.129268,1e-09,0.348161,-121.689,5.83451e-05,0.000194078,-5.58256e-13,0.000202658
330,0.329206,0.110224,1e-09,0.347168,-120.004,4.88643e-05,0.000163977,-6.01762e-13,0.000171103
331,0.335139,0.0911719,1e-09,0.347319,-119.494,3.92304e-05,0.000134145,-6.01762e-13,0.000139764
332,0.34867,0.105841,1e-09,0.36438,-119.554,4.02554e-05,0.000158439,-6.01762e-13,0.000163473
333,0.330873,0.162953,1e-09,0.368823,-128.574,6.59094e-05,0.000251202,-5.48898e-13,0.000259704
334,0.342729,0.124885,1e-09,0.364773,-121.412,4.9496e-05,0.000189028,-7.78173e-13,0.0001954
335,0.3368,0.143922,1e-09,0.366262,-124.74,5.83563e-05,0.000220055,-7.78173e-13,0.000227661
336,0.32,0,1e-09,0.32,-127.298,0,0,-5.29568e-13,5.29568e-13
337,0.33,0.0173205,1e-09,0.330454,-126.479,8.53148e-06,2.38406e-05,-7.76933e-13,2.53211e-05
338,0.327538,0.0574327,1e-09,0.332535,-121.234,2.72509e-05,8.17235e-05,-9.39627e-13,8.61472e-05
339,0.341077,0.0721129,1e-09,0.348617,-120.57,2.98264e-05,0.000104755,-9.39627e-13,0.000108919
340,0.354616,0.0867875,1e-09,0.365081,-119.547,3.12882e-05,0.000128165,-6.74389e-13,0.000131929
341,0.334277,0.0368027,1e-09,0.336297,-123.981,1.6743e-05,5.16011e-05,-8.15054e-13,5.42495e-05
342,0.354846,0.0351091,1e-09,0.356579,-124.825,1.28163e-05,4.95183e-05,-8.15054e-13,5.115e-05
343,0.347017,0.0530523,1e-09,0.351049,-122.506,2.09198e-05,7.59076e-05,-8.15054e-13,7.87376e-05
344,0,0.34,1e-09,0.34,28.388,1.61782e-05,4.64681e-05,1.52392e-13,4.92038e-05
345,0.36815,0.101461,1e-09,0.381875,-118.348,3.15271e-05,0.000151915,-1.01044e-12,0.000155152
346,0.149425,0.345547,1e-09,0.376471,-77.8115,1.17944e-06,0.000339751,-3.61458e-13,0.000339753
347,0.124848,0.369054,1e-09,0.3896,-59.311,-4.00712e-05,0.000305995,-2.7045e-13,0.000308608
348,0.138001,0.383472,1e-09,0.407547,-68.5453,-7.41544e-05,0.000348447,-2.7045e-13,0.00035625
349,0.14369,0.364475,1e-09,0.391777,-73.9631,-3.36198e-05,0.000345152,-2.7045e-13,0.000346785
350,0.262786,0.266591,1e-09,0.374335,-124.273,6.79005e-05,0.000393484,-1.11534e-12,0.0003993
351,0.28809,0.24325,1e-09,0.377049,-128.559,7.46728e-05,0.000373401,-7.42267e-13,0.000380795
352,0.231649,0.308909,1e-09,0.386117,-115.478,3.49936e-05,0.000428111,-5.99431e-13,0.000429539
353,0.276265,0.281193,1e-09,0.394198,-124.874,5.24939e-05,0.000430351,-6.35498e-13,0.000433541
354,0.256894,0.285572,1e-09,0.384118,-121.801,5.34582e-05,0.000418929,-6.35498e-13,0.000422326
355,0.225805,0.327857,1e-09,0.398093,-112.397,1.00271e-05,0.000449759,-9.48355e-13,0.000449871
356,0.251004,0.304531,1e-09,0.394642,-118.883,3.42831e-05,0.000444298,-9.48355e-13,0.000445618
357,0.245142,0.323473,1e-09,0.405869,-116.371,1.07452e-05,0.000468651,-9.48355e-13,0.000468774
358,0.206759,0.332433,1e-09,0.391485,-106.469,8.42783e-06,0.00042822,-7.16276e-13,0.000428303
359,0.201156,0.351469,1e-09,0.404962,-103.583,-2.30708e-05,0.000446837,-7.16276e-13,0.000447433
360,0.162874,0.360077,1e-09,0.3952,-86.1312,-2.89122e-05,0.000382872,-4.64348e-13,0.000383962
361,0.182141,0.355741,1e-09,0.399659,-96.6896,-2.58291e-05,0.000416807,-4.64348e-13,0.000417606
362,0.195519,0.370275,1e-09,0.418726,-100.378,-5.95781e-05,0.000463101,-4.64348e-13,0.000466917
363,0.176294,0.374591,1e-09,0.414003,-91.6922,-6.39583e-05,0.000429628,-4.64348e-13,0.000434363
364,0.239338,0.342413,1e-09,0.417767,-113.184,-1.78868e-05,0.000492993,-6.86307e-13,0.000493318
365,0.220233,0.346937,1e-09,0.410936,-108.943,-1.99705e-05,0.000471911,-6.86307e-13,0.000472334
366,1.17596e-09,0.36,1e-09,0.36,29.2443,-2.23177e-05,3.40982e-05,1.16117e-13,4.07525e-05
367,0.0362661,0.375722,1e-09,0.377468,9.63382,-5.37997e-05,0.000104972,1.16117e-13,0.000117955
368,0.0184907,0.372424,1e-09,0.372883,20.8361,-4.80266e-05,6.72209e-05,1.16117e-13,8.26148e-05
369,0.0676372,0.382165,1e-09,0.388105,-13.0386,-6.75642e-05,0.000175675,-4.61072e-15,0.00018822
370,0.100255,0.392275,1e-09,0.404883,-35.9903,-9.17263e-05,0.000257267,-1.76048e-13,0.00027313
371,0.119206,0.387999,1e-09,0.405898,-52.01,-8.26492e-05,0.000303842,-1.76048e-13,0.000314882
372,0.0810514,0.396586,1e-09,0.404784,-20.4033,-0.000102741,0.000209249,-7.94652e-14,0.000233111
373,0.0484752,0.387131,1e-09,0.390154,1.49869,-8.08532e-05,0.000130847,6.14581e-14,0.000153812
374,0.0295956,0.390462,1e-09,0.391582,13.5258,-9.01123e-05,8.60661e-05,6.14581e-14,0.00012461
375,0.319143,0.200949,1e-09,0.377138,-131.871,7.4938e-05,0.000316492,-8.89847e-13,0.000325242
376,0.313335,0.219935,1e-09,0.382819,-132.074,7.48384e-05,0.00034791,-8.89847e-13,0.000355868
377,0.338585,0.196559,1e-09,0.391504,-132.531,6.72801e-05,0.00031486,-8.89847e-13,0.000321968
378,0.332736,0.215526,1e-09,0.39644,-133.274,6.85338e-05,0.000348358,-8.89847e-13,0.000355035
379,0.307496,0.238861,1e-09,0.389369,-130.535,7.06514e-05,0.000378512,-7.14451e-13,0.00038505
380,0.301578,0.257829,1e-09,0.396768,-129.033,6.25848e-05,0.000409078,-7.14451e-13,0.000413838
381,0.326902,0.234485,1e-09,0.402303,-132.339,6.56953e-05,0.000382577,-7.14451e-13,0.000388177
382,0.350314,0.15857,1e-09,0.384531,-128.207,5.68445e-05,0.000247312,-6.9795e-13,0.000253761
383,0.356245,0.139541,1e-09,0.382599,-124.309,4.92864e-05,0.000214479,-6.9795e-13,0.000220069
384,0.369754,0.154189,1e-09,0.400615,-127.536,4.77088e-05,0.000242033,-6.9795e-13,0.00024669
385,0.375697,0.135165,1e-09,0.399271,-123.217,3.95242e-05,0.000207815,-6.9795e-13,0.00021154
386,0.344405,0.177582,1e-09,0.387492,-131.487,6.3603e-05,0.000281075,-9.41815e-13,0.000288182
387,0.34,0,1e-09,0.34,-128.822,-9.97073e-89,0,-5.51582e-13,5.51582e-13
388,0.348756,0.017583,1e-09,0.349199,-127.205,6.90357e-06,2.44184e-05,-6.54149e-13,2.53755e-05
389,0.360556,0.0677285,1e-09,0.366862,-120.963,2.29323e-05,9.85206e-05,-8.24169e-13,0.000101154
390,0.374094,0.082404,1e-09,0.383062,-118.778,2.35895e-05,0.000121485,-6.10116e-13,0.000123755
391,0.366702,0.0495995,1e-09,0.370041,-123.141,1.54968e-05,7.10892e-05,-6.50101e-13,7.27587e-05
392,0.37999,0.0633875,1e-09,0.38524,-120.56,1.64624e-05,9.18274e-05,-6.50101e-13,9.32914e-05
393,0.373104,0.0332924,1e-09,0.374586,-125.352,9.52042e-06,4.69531e-05,-7.38347e-13,4.79086e-05
394,0.367779,0.0172985,1e-09,0.368185,-127.726,5.38236e-06,2.40128e-05,-7.38347e-13,2.46086e-05
395,0.388618,0.0207836,1e-09,0.389173,-126.967,4.27954e-06,2.89415e-05,-7.38347e-13,2.92562e-05
396,0.36219,0.120504,1e-09,0.38171,-120.497,4.03115e-05,0.000182878,-6.74595e-13,0.000187268
397,0.381649,0.116132,1e-09,0.398927,-118.366,3.09333e-05,0.000175625,-7.81722e-13,0.000178328
398,0.387601,0.0971025,1e-09,0.39958,-116.412,2.29999e-05,0.000144706,-7.81722e-13,0.000146522
399,0.157035,0.378948,1e-09,0.410197,-81.6701,-6.8031e-05,0.000391066,-4.99778e-13,0.00039694
400,0.270358,0.300159,1e-09,0.403967,-121.998,3.38732e-05,0.000459245,-1.26807e-12,0.000460493
401,0.283809,0.31474,1e-09,0.423803,-120.489,8.21465e-06,0.000504224,-1.26807e-12,0.00050429
402,0.264466,0.319104,1e-09,0.414452,-118.927,1.0183e-05,0.000486262,-1.26807e-12,0.000486369
403,0.282182,0.262209,1e-09,0.385202,-127.024,6.55137e-05,0.000402035,-1.00183e-12,0.000407338
404,0.295659,0.276816,1e-09,0.40502,-126.586,5.00184e-05,0.000440465,-1.00183e-12,0.000443296
405,0.132534,0.402404,1e-09,0.423668,-60.2522,-0.000121314,0.000348472,-3.74087e-13,0.000368985
406,0.151511,0.397967,1e-09,0.425832,-74.181,-0.000112855,0.000396745,-3.74087e-13,0.000412484
407,0.320978,0.253454,1e-09,0.408981,-130.413,5.84506e-05,0.000414817,-1.03961e-12,0.000418915
408,0.315062,0.272439,1e-09,0.416518,-128.185,4.58297e-05,0.0004498,-1.03961e-12,0.000452128
409,0.340388,0.249081,1e-09,0.421789,-132.076,5.34059e-05,0.000420687,-1.24789e-12,0.000424063
410,0.289733,0.295787,1e-09,0.414047,-123.909,3.17137e-05,0.000471316,-9.57845e-13,0.000472382
411,0.258589,0.338026,1e-09,0.425593,-116.573,-1.83788e-05,0.000515486,-9.08429e-13,0.000515814
412,0.277915,0.33367,1e-09,0.434249,-119.193,-2.03998e-05,0.000538441,-1.88348e-12,0.000538827
413,0.214556,0.365903,1e-09,0.424169,-105.152,-5.5984e-05,0.000492879,-7.95844e-13,0.000496048
414,0.23366,0.361415,1e-09,0.43037,-109.571,-5.42734e-05,0.000521263,-8.61825e-13,0.000524081
415,0.170545,0.393462,1e-09,0.428833,-87.0123,-0.000106945,0.000441466,-5.25479e-13,0.000454235
416,0.189709,0.38908,1e-09,0.432865,-94.7013,-0.000101847,0.00048032,-9.76943e-13,0.000490999
417,0.208915,0.384759,1e-09,0.437818,-99.9755,-9.9085e-05,0.000515666,-9.76943e-13,0.0005251
418,0.203107,0.403551,1e-09,0.451781,-94.8524,-0.000145983,0.000537761,-9.76943e-13,0.000557223
419,0.0424828,0.405344,1e-09,0.407564,5.54058,-0.000128285,0.000113137,1.4469e-13,0.000171047
420,0.0199813,0.408715,1e-09,0.409203,14.3348,-0.000139,5.62321e-05,1.4469e-13,0.000149943
421,0.0136135,0.39032,1e-09,0.390557,19.8328,-9.1587e-05,4.80787e-05,1.4469e-13,0.00010344
422,0,0.38,1e-09,0.38,25.4977,-6.67091e-05,2.0685e-05,2.26925e-13,6.98425e-05
423,0.0617914,0.400955,1e-09,0.405689,-5.9623,-0.000115405,0.000161378,5.79822e-15,0.000198397
424,0.0752091,0.415484,1e-09,0.422236,-11.5394,-0.000154336,0.000194721,5.79822e-15,0.000248467
425,0.0944641,0.411083,1e-09,0.421797,-25.1881,-0.00014179,0.000246464,-1.0244e-13,0.00028434
426,0.113694,0.406707,1e-09,0.4223,-42.5542,-0.000130353,0.000298282,-1.0244e-13,0.000325521
427,0.126953,0.421188,1e-09,0.439905,-48.757,-0.0001722,0.000346005,-2.13403e-13,0.000386487
428,0.121152,0.439903,1e-09,0.456282,-31.9322,-0.000231018,0.000337617,-1.56881e-13,0.00040909
429,0.107782,0.425566,1e-09,0.439003,-29.3262,-0.000184837,0.000289098,-1.56881e-13,0.000343136
430,0.0559599,0.419862,1e-09,0.423574,0.467675,-0.000167964,0.000144314,8.85222e-14,0.000221447
431,0.0366926,0.42424,1e-09,0.425824,8.32547,-0.000182343,9.42343e-05,8.85222e-14,0.000205254
432,0.35798,0.192189,1e-09,0.406308,-133.518,5.96802e-05,0.000312547,-8.51392e-13,0.000318194
433,0.371514,0.206801,1e-09,0.425194,-134.562,5.35153e-05,0.000347252,-8.51392e-13,0.000351351
434,0.377354,0.187831,1e-09,0.421517,-133.285,5.05262e-05,0.000307617,-8.51392e-13,0.000311739
435,0.352143,0.21117,1e-09,0.410606,-133.774,6.10734e-05,0.000348117,-8.51392e-13,0.000353434
436,0.346309,0.230112,1e-09,0.41579,-133.711,5.9947e-05,0.000385736,-1.22055e-12,0.000390366
437,0.359774,0.244732,1e-09,0.435121,-133.033,4.69741e-05,0.000424502,-1.22055e-12,0.000427093
438,0.36569,0.225742,1e-09,0.429754,-134.095,5.21282e-05,0.000385142,-1.22055e-12,0.000388654
439,0.363851,0.173192,1e-09,0.402968,-131.085,5.44908e-05,0.000277093,-7.66898e-13,0.0002824
440,0.383263,0.168827,1e-09,0.418799,-129.767,4.47329e-05,0.000271336,-9.88849e-13,0.000274998
441,0.395095,0.130839,1e-09,0.416196,-121.054,2.91634e-05,0.000200401,-1.18987e-12,0.000202512
442,0.408615,0.145465,1e-09,0.433735,-122.971,2.66088e-05,0.000227189,-1.18987e-12,0.000228742
443,0.389192,0.149815,1e-09,0.417031,-125.883,3.76172e-05,0.000235563,-6.86715e-13,0.000238547
444,0.402689,0.164454,1e-09,0.434976,-128.114,3.44172e-05,0.000263539,-8.18479e-13,0.000265777
445,0.36,0,1e-09,0.36,-129.257,2.60813e-99,-4.99161e-134,-5.54973e-13,5.54973e-13
446,0.393434,0.0782131,1e-09,0.401133,-117.61,1.62314e-05,0.000114653,-6.27779e-13,0.000115796
447,0.399829,0.0602983,1e-09,0.40435,-119.774,1.02969e-05,8.67181e-05,-6.27779e-13,8.73273e-05
448,0.406827,0.0929391,1e-09,0.417308,-114.653,1.45927e-05,0.000137468,-6.27779e-13,0.000138241
449,0.387574,0.0436715,1e-09,0.390027,-123.166,9.72377e-06,6.2066e-05,-6.42206e-13,6.28231e-05
450,0.401396,0.0338256,1e-09,0.402819,-124.203,5.22973e-06,4.74069e-05,-8.97869e-13,4.76945e-05
451,0.406469,0.0467708,1e-09,0.409151,-121.543,6.40863e-06,6.63039e-05,-8.97869e-13,6.66129e-05
452,0.38,0,1e-09,0.38,-129.155,0,0,-5.57309e-13,5.57309e-13
453,0.412709,0.0741144,1e-09,0.419311,-116.227,9.06567e-06,0.000107523,-9.06787e-13,0.000107904
454,0.401042,0.111863,1e-09,0.416351,-116.452,2.13746e-05,0.000168077,-6.53332e-13,0.00016943
455,0.42034,0.107741,1e-09,0.433929,-112.73,1.20037e-05,0.000160588,-6.53332e-13,0.000161036
456,0.414497,0.126662,1e-09,0.433418,-117.884,1.87988e-05,0.000192273,-6.53332e-13,0.00019319
457,0.309134,0.291416,1e-09,0.424838,-125.859,2.85741e-05,0.000485668,-1.45983e-12,0.000486508
458,0.297313,0.329328,1e-09,0.44368,-121.041,-2.41812e-05,0.000558932,-1.7449e-12,0.000559454
459,0.291358,0.34823,1e-09,0.454042,-116.561,-6.10385e-05,0.000605387,-1.7449e-12,0.000608457
460,0.145889,0.416827,1e-09,0.44162,-66.1946,-0.000164251,0.000399555,-4.72661e-13,0.000431998
461,0.164902,0.412356,1e-09,0.444106,-79.4229,-0.000155875,0.000450055,-4.72661e-13,0.000476284
462,0.183959,0.407929,1e-09,0.447489,-88.5315,-0.000150309,0.00049574,-4.72661e-13,0.000518026
463,0.334457,0.268066,1e-09,0.428627,-129.755,4.12416e-05,0.000459017,-1.37063e-12,0.000460866
464,0.353841,0.263707,1e-09,0.441299,-131.034,3.60429e-05,0.000466012,-1.37063e-12,0.000467403
465,0.328546,0.287044,1e-09,0.436276,-129.147,2.55522e-05,0.000497476,-1.37063e-12,0.000498132
466,0.347925,0.282674,1e-09,0.448282,-130.96,1.9838e-05,0.000509653,-1.37063e-12,0.000510039
467,0.322649,0.306009,1e-09,0.444684,-124.827,6.18467e-07,0.000540441,-1.83664e-12,0.000540441
468,0.342014,0.301637,1e-09,0.456025,-129.096,-4.50348e-06,0.000558179,-1.83664e-12,0.000558197
469,0.303222,0.310375,1e-09,0.433908,-123.016,5.47206e-06,0.000522343,-1.27219e-12,0.000522372
470,0.316714,0.32496,1e-09,0.453769,-122.908,-2.93626e-05,0.000581077,-1.3477e-12,0.000581818
471,0.252787,0.356943,1e-09,0.437389,-111.505,-5.53025e-05,0.000549912,-1.56141e-12,0.000552686
472,0.247057,0.375891,1e-09,0.449812,-107.814,-9.70619e-05,0.000582537,-1.56141e-12,0.000590568
473,0.26628,0.371415,1e-09,0.457006,-107.789,-9.9638e-05,0.000614454,-1.56141e-12,0.00062248
474,0.272102,0.352562,1e-09,0.445353,-113.88,-5.64349e-05,0.000578899,-1.85506e-12,0.000581643
475,0.285644,0.367115,1e-09,0.465151,-110.188,-0.000105932,0.000650744,-1.85506e-12,0.00065931
476,0.227992,0.380406,1e-09,0.443496,-104.565,-9.67821e-05,0.000551281,-1.18123e-12,0.000559712
477,0.241424,0.394845,1e-09,0.462804,-101.852,-0.00014605,0.000617201,-1.18123e-12,0.000634246
478,0.17825,0.426778,1e-09,0.462507,-82.9667,-0.000204618,0.000509504,-9.31613e-13,0.000549056
479,0.216481,0.417997,1e-09,0.470728,-92.7315,-0.000201148,0.000607444,-9.31613e-13,0.000639881
480,0.197336,0.422365,1e-09,0.466191,-90.2529,-0.000201042,0.000558473,-9.31613e-13,0.000593557
481,0.22228,0.399229,1e-09,0.456938,-97.7624,-0.000144899,0.000577618,-1.66179e-12,0.000595515
482,0,0.4,1e-09,0.4,20.9177,-0.000116734,9.24838e-06,1.64502e-13,0.0001171
483,0,0.42,1e-09,0.42,13.9542,-0.000171696,-1.89108e-06,2.66541e-13,0.000171706
484,0.0693658,0.434356,1e-09,0.43986,1.1578,-0.000211278,0.000177876,1.00658e-13,0.000276185
